Id,twitter,polarity,aspect1,aspect2,aspect3,aspect4
317,mais de 500 mil pessoas no mundo estão recuperadas do coronavírus https://t.co/42havg0lnp,1,recuperados do coronavírus,none,none,none
318,"mais de 500 mil se curaram da covid-19 no mundo, diz universidade dos eua @uolnoticias @uol https://t.co/oj08ai9aq0",1,curados,Covid-19,none,none
319,mais uma prova de que o isolamento social é inútil. https://t.co/2tvx8rp05a,-1,isolamento social,none,none,none
320,"major olivaldi borges azevedo desencadeou megaoperação para impedir a contaminação de indígenas por coronavírus, que foi destaque no fantástico, da globo, e teria irritado bolsonaro . https://t.co/avmru6msnf",1,contaminação de indígenas,bolsonaro,none,none
321,"manchetes que você não verá na imprensa . Segundo o instituto do coração, já são mais de 113 mil mortes por doenças cardíacas no brasil em 2020. esse número é quase 100 vezes maior que o das mortes por coronavírus.",-1,imprensa,mortes,none,doenças cardíacas
322,"mandetta com essa entrevista mostrou falta de caráter, não teve um comportamento de homem, mas sim de um traidor. https://t.co/wtbr7r8pi4",-1,mandetta,none,none,none
323,membros do governo da nova zelândia cortam o próprio salário em 20% | coronavírus | g1 https://t.co/ekgmbwcnqp. aqui na república das bananas isso é uma utopía,1,governo da nova zelândia,salário,none,none
324,menino de dois anos diagnosticado com coronavírus após transplante ganha festa de aniversário no hospital https://t.co/htweajdgm7 #g1 https://t.co/szmk1zjyqs,1,diagnósticado,none,none,none
325,"meus deus, o coronavírus vai espalhar mais rápido agora que ficou frio, no inverno é pior!imprensa: o frio é culpa do presidente bolsonaro, ele soltou todo o vento que dilma estocou!🤬 chega de usar uma pandemia na tentativa de derrubar o presidente!hipocrisia não!",-1,presidente bolsonaro,pandemia,tentativa de derrubar o presidente,none
326,"ministério trabalha “full-time” para tentar aumentar testagem do coronavírus, diz mandetta https://t.co/5swvp1w01s siga @uinstante",1,testagem,none,none,none
327,"modelaram como desenvolvemos imunidade contra o sars-cov-2 e outros coronavírus. e na falta de outras intervenções, ele pode continuar sendo um problema até 2024(!). o que aceleraria o processo de forma não catastrófica seriam novos tratamentos e aumentar a capacidade de leitos.",1,imunidade,novos tratamentos,capacidade de leitos,none
328,"morte de mulheres, não o assassinato. não feminicidio, como se essas mortes fossem uma casualidade aumento de consumo de bebidas e perda de renda são apontados como os culpados. não os assassinos. Melhore, @folhahttps://t.co/ecizmpdgmb",-1,morte de mulheres,feminicidio,consumo de bebidas,perda de renda
329,mortes de mulheres em casa dobram em sp durante quarentena por coronavirus https://t.co/6fjcz6aqgl,-1,morte de mulheres,sp,quarentena,none
330,mortes por coronavírus fazem manaus temer gargalo no serviço funerário para os mais pobres https://t.co/wufw3qzfxd https://t.co/tbtlrazwkv,-1,mortes,manaus,none,none
331,mp vai apurar por que funai não usou recursos contra coronavírus / r7. https://t.co/0jhntiu0x3,-1,funai,none,none,none
332,BLOGUEIRAS DIVULGANDO VENDA DE TESTE DE COVID-19. Eu não aguento tamanha irresponsabilidade! As pessoas se sujeitam a tudo em troca de dinheiro. https://t.co/DCNTkgAlo9',-1,teste de covid-19,none,none,none
333,"mst enfrenta pandemia do coronavírus com a solidariedade | sem terra doam mais de três toneladas de frutas e verduras dos assentamentos em santa maria da boa vista, no pernambuco . Saiba mais: https://t.co/t8xlbikmmf#quarentenasemterra#alimentosaudáveléumdireito",1,mst,pandemia,none,pernambuco
334,muito se fala sobre cuidados para evitar levar o coronavírus para casa. no caso dos catadores de resíduos a preocupação maior é inversa: evitar que o vírus seja levado das casas de pessoas contaminadas para ruas e aterros por meio do lixo https://t.co/r0w17uhxpz @catadoresmnc,-1,catadores de resíduos,lixo,none,none
335,mulheres na liderança são o diferencial dos países com as melhores respostas ao coronavírus - https://t.co/qdwdfnyyvk,1,mulheres líderes,none,none,none
336,"mulheres, jovens e funcionários públicos também estão entre aqueles que desaprovam a gestão do governo federal na crise da covid-19https://t.co/ba4b2uxzjj",-1,governo federal,crise covid-19,none,none
337,mundo - primeira-ministra da nova zelândia aceita corte no salário em solidariedade com afetados pela... https://t.co/cprubtyy6x,1,primeira ministra da nova zelândia aceita corte no salário,solidariedade,none,none
338,"na bahia, estado com 14 milhões de habitantes, após quase 50 dias desde a primeira infecção, há 66 internamentos por coronavirus, sendo 28 em uti. do total de casos notificados, somente 7,36% testaram positivo ( 723 pessoas). há leitos sobrando. a economia está parada. https://t.co/nenbosdpvr",-1,bahia,internamentos,uti,casos notificados
339,na calada da noite. sem discussão o @rodrigomaia (apoiador do gov) e seus asseclas aprovaram uma mp que acaba com os direitos dos trabalhadores.canalhas! canalhas! canalhas!bababacas!https://t.co/ugl20zva5q#covid19 #coronavirus #oms #covid_19,-1,rodrigo maia,mp,direito dos trabalhadores,none
340,"na crise gerada pelo novo coronavírus, a celeridade nos trâmites burocráticos dos medicamentos à população possui enorme relevância. o projeto do dep fed general peternelli permite concessão automática de registro aos medicamentos que já tenham sido autorizados por outros países. https://t.co/wojt0bfqvu",1,medicamentos,concessão automática de registo aos medicamentos,crise,novo coronavírus
341,"na mesma informação: coronavírus: 3/4 das mortes estão dentro dos grupos de risco.a mídia segue espalhando o pânico, colocando tudo sob a pior perspectiva possível. o objetivo é claro! https://t.co/prdzse4et4",-1,mortes,grupos de risco,mídia,none
342,"na semana passada, publiquei sobre a primeira-recém nascida do brasil a testar positivo para covid-19. estava na uti neonatal do santa joana, local onde se contaminou após nascer. ontem, a notícia boa: a pequena rebeca recebeu alta https://t.co/freie2maf7",1,none,none,none,none
343,"na sua opinião, a quem interessa todo esse alarmismo do coronavirus?",-1,alarmismo do coronavirus,none,none,none
344,não adianta postar passa logo coronavírus se você faz parte dos que furam a quarentena!,-1,quarentena,none,none,none
345,"não caiam no discurso de que jair bolsonaro e donald trump forçam para a cloroquina dá certo. quem não quer quê dê certo são os mesmos que omitem ou banalizam a sua eficácia, mas são os primeiros a pedirem o remédio quando são diagnosticados com o coronavirus.",-1,jair bolsonaro,donald trump,cloroquina,diagnosticados
346,não eh possível que o mundo esteja errado sobre o coronavírus e sobre suas precauções e que o mundo todo queira derrubar um ze ninguém de um país emergente,-1,zé ninguém de país emergente,none,none,none
347,não entendo porque ngm exagera para falar bem. para o lado positivo. https://t.co/l5zzwbm53u,1,none,none,none,none
348,não precisa de pânico o coronavírus vai embora que ninguém vai perceber fique em casa e siga as instruções que vamos vencer,1,none,none,none,none
349,"não, o coronavírus não é uma força democrática. nem todo o mundo é afetado igual. como conto na @folha, a pandemia mata negros e pobres de maneira desproporcional nos eua. negros são 32% da população de louisiana, por exemplo––e 70% dos mortos. fio 👇https://t.co/3mrikxvneq",-1,eua,pandemia,morte,none
350,"nas contas do ministério da saúde, país tem mais pessoas curadas do que casos de coronavírus https://t.co/abzfimouxv",1,ministério da saúde,pessoas curadas,casos de coronavírus,none
351,"nesses tempos difíceis, vamos praticar mais a generosidade? a @cureamarina precisa de vc! #covid19 #coronavirus #generosidade #cureamarina #ajuda #zolgensma #atrofiamuscularespinhal",1,none,none,none,none
352,no brasil 55% dos infectados pelo #ccpvirusforam curados.#bolsonarotemrazaosimhttps://t.co/c3dtbvhkuf,-1,brasil,infectados,none,none
353,"no ranking da infâmia da era do coronavírus, aras ocupará o segundo lugar - 13/04/2020 - uol notícias https://t.co/rscpyootmd",1,none,none,none,none
354,"no rio grande do sul, a preocupação com o coronavírus é tanta que até cavalos estão usando máscaras. tudo ideia de um reciclador para incentivar a população de se proteger contra a doença. #borabrasil #bandjornalismo https://t.co/nmho0j8o1u",1,proteger contra a doença,none,none,none
355,"no último domingo, o fantástico mostrou uma megaoperação do ibama para tirar garimpeiros de terras indígenas e evitar alastramento do coronavírus. hoje, o governo exonerou o diretor de proteção ambiental do ibama, olivaldi azevedo. tirem suas próprias conclusões!",-1,alastramento do coronavírus,none,none,none
356,"nossas florestas estão em risco! há parlamentares querendo aproveitar a pandemia do #coronavírus para aprovar a #mp910, que entrega terras a quem mais desmata: os grileiros. compartilhe #grilagemnão e cobre que os parlamentarem digam #mp910não. acesse: https://t.co/tgv5hdbnuw https://t.co/u5ras85pzz",-1,mp91none,pandemia,parlamentares,florestas
357,"nosso papel é informar, lembrar e ressaltar que: o novo #coronavírus não causa uma gripe comum 😰 ainda não há remédio ou vacina 😢 a melhor solução é o isolamento social 👵🏽 ❌ 🧔🏻 #fiqueemcasa ❤️ #covid19 #prevenção #saúde #setrebahia @saudegovba @governodabahia https://t.co/fjrewknlxp",1,remédio,vacina,isolamento social,none
358,"notícia boa 14,026 casos de recovered no brasil... deus acima de tudo 🙏fonte: https://t.co/fshr183dq3",1,casos recuperados,none,none,none
359,"número de casos graves de covid-19 é pelo menos o dobro do registrado, mostra projeção | coronavírus | g1 https://t.co/mqnylfgjog",-1,casos graves,Covid-19,none,none
360,nunca na minha vida tive que pedir a um paciente que desligasse o telefone porque estava na hora de colocar um tubo de respiração. os médicos que tratam pacientes com coronavírus tiveram que reprojetar em tempo real sua prática de medicina e suas vidas pessoais. https://t.co/xgtefsl2zn,-1,pacientes,médicos,none,none
361,"o @marcelovalada10 escreve também sobre os riscos da covid-19 para fumantes (cigarro, cigarro eletrônico e maconha) https://t.co/udkd7x77bb",1,risco da covid-19,none,none,none
362,"o @minsaude divulga, pela primeira vez, o número de pessoas recuperadas do #coronavírus, até 14/04:▶️25.262 pacientes diagnosticados p/ #covid-19▶️1.532 óbitos▶️9.704 pacientes internados▶️14.026 recuperados",1,pessoas recuperadas,pacientes diagnosticados,Covid-19,none
363,"o amor nos tempos do coronavírus... ou a morte nos tempos do coronavírus, por rita almeida https://t.co/k9l2w6xpr2 https://t.co/ncpbbkkwev",1,none,none,none,none
364,o áudio definitivo! minha priminha de oito anos compartilhou no grupo da família tudo o que você precisa saber sobre o coronavírus. https://t.co/ewhqyawf8z,1,none,none,none,none
365,o brasil chegou a um ponto tão absurdo que entender que a quarentena é essencial para a não propagação do coronavírus é coisa de comunista...,-1,brasil,propagação do coronavírus é coisa de comunista,quarentena,none
366,"o brasil já registrou até agora, 1.557 novas mortes por coronavírus. isto é porque é uma invenção da imprensa! o número de casos confirmados até agora é 25.758 infectados. https://t.co/vujpwx6pne #bozogenocida #capetãocorona",-1,novas mortes,imprensa,none,none
367,o brasil tem 14.026 pessoas que já se curaram do coronavírus. uma boa notícia em meio a tantas negativas. graças a deus.,1,pessoas curadas,none,none,none
368,"Gente, pelo amor de Deus, cuidem de vocês e dos seus, o covid-19 não é brincadeira, ele já se tornou uma realidade triste pra nós brasileiros. Estamos a um passo de nos tornarmos o epicentro da doença no mundo. Então, FIQUEM DENTRO DE CASA CARALHO",-1,Covid-19,epicentro da doença,none,none
369,"o cantor eduardo costa desafiando os pastores a exterminar o coronavirus.eu sou a favor da treta, já estou avisando.😂😂😂😂😂😂👉👌 https://t.co/shinhwvxsx",1,none,none,none,none
370,"Pesquisadores da UFRRJ de Nova Iguaçu, localizada em uma das regiões mais negligenciadas pelo poder público no Rio de Janeiro, desenvolveram sistema para diagnóstico de Covid-19. Viva a universidade pública! Viva a ciência! Viva a Baixada Fluminense! \nhttps://t.co/URi3Gqn0ny'",1,UFRRJ,rio de janeiro,sistema de diagnóstico,Covid-19
